country,ifs,year,system,execrlc,legelec,exelec,checks,idealpointfp
Hungary,HUN,1999,1,1,0,0,4,1.265207
Hungary,HUN,2000,1,1,0,0,4,1.194905
Hungary,HUN,2001,1,1,0,0,4,1.144835
Hungary,HUN,2002,1,1,1,0,4,1.105071
Hungary,HUN,2003,1,1,0,0,4,1.045812
Hungary,HUN,2004,1,1,0,0,4,0.9598904
Hungary,HUN,2005,1,1,0,1,4,0.9820925
Hungary,HUN,2006,1,1,1,0,4,0.9441533
Hungary,HUN,2007,1,1,0,0,3,0.9693578
Hungary,HUN,2008,1,1,0,0,3,0.9214639
Hungary,HUN,2009,1,1,0,0,3,0.985828
Hungary,HUN,2010,1,1,1,1,3,0.9472411
Hungary,HUN,2011,1,3,0,0,3,0.9629666
Hungary,HUN,2012,1,3,0,1,3,0.9917316
Hungary,HUN,2013,1,3,0,0,3,0.970006
Hungary,HUN,2014,1,3,1,0,3,1.093602
Hungary,HUN,2015,1,3,0,0,3,1.088692
Hungary,HUN,2016,1,3,0,0,3,1.134644
Hungary,HUN,2017,1,3,0,0,3,1.090825
Hungary,HUN,2018,1,3,1,0,3,1.307333
Hungary,HUN,2019,1,3,0,0,3,1.204383
Hungary,HUN,2020,1,3,0,0,3,1.372412
Iceland,ISL,1992,1,3,0,0,5,1.275706
Iceland,ISL,1993,1,3,0,0,5,1.327007
Iceland,ISL,1994,1,3,0,0,5,1.341241
Iceland,ISL,1995,1,3,1,0,5,1.276379
Iceland,ISL,1996,1,3,0,0,4,1.349983
Iceland,ISL,1997,1,3,0,0,4,1.365477
Iceland,ISL,1998,1,3,0,0,3,1.09278
Iceland,ISL,1999,1,3,1,0,3,1.18082
Iceland,ISL,2000,1,3,0,0,3,1.1337
Iceland,ISL,2001,1,3,0,0,3,1.126325
Iceland,ISL,2002,1,3,0,0,3,1.051299
Iceland,ISL,2003,1,3,1,0,3,1.064409
Iceland,ISL,2004,1,3,0,0,3,0.9664694
Iceland,ISL,2005,1,2,0,0,3,0.9736139
Iceland,ISL,2006,1,2,0,0,3,0.9314374
Iceland,ISL,2007,1,3,1,0,3,0.9005062
Iceland,ISL,2008,1,3,0,0,3,0.7614081
Iceland,ISL,2009,1,3,1,0,3,0.8898995
Iceland,ISL,2010,1,,0,0,,0.8051684
Iceland,ISL,2011,1,,0,0,,0.8066868
Iceland,ISL,2012,1,,0,0,,0.7844414
Iceland,ISL,2013,1,,1,0,,0.8430696
Iceland,ISL,2014,1,2,0,0,3,0.8411243
Iceland,ISL,2015,1,2,0,0,3,0.8313819
Iceland,ISL,2016,1,2,1,0,3,0.8214456
Iceland,ISL,2017,1,2,1,0,3,0.8933642
Iceland,ISL,2018,1,3,0,0,4,0.8665863
Iceland,ISL,2019,1,1,0,0,4,0.9374631
Iceland,ISL,2020,1,1,0,1,4,0.8959897
India,IND,1992,1,1,0,0,10,-0.665747
India,IND,1993,1,1,0,0,7,-1.075442
India,IND,1994,1,1,0,0,5,-1.385631
India,IND,1995,1,1,0,0,4,-1.574965
India,IND,1996,1,1,1,0,4,-1.695924
India,IND,1997,1,1,0,0,18,-1.094102
India,IND,1998,1,1,0,0,18,-0.6242917
India,IND,1999,1,3,1,0,16,-0.5660358
India,IND,2000,1,3,0,0,5,-0.596538
India,IND,2001,1,3,0,0,5,-0.5752096
India,IND,2002,1,3,0,0,5,-0.2299015
India,IND,2003,1,3,0,0,5,-0.110576
India,IND,2004,1,3,1,0,5,-0.3427739
India,IND,2005,1,1,0,0,17,-0.2115443
India,IND,2006,1,1,0,0,17,-0.3947126
India,IND,2007,1,1,0,0,17,-0.3612193
India,IND,2008,1,1,0,0,17,-0.4848294
India,IND,2009,1,1,1,0,17,-0.440523
India,IND,2010,1,1,0,0,4,-0.5623446
India,IND,2011,1,1,0,0,4,-0.5480584
India,IND,2012,1,1,0,0,4,-0.63455
India,IND,2013,1,1,0,0,4,-0.6167991
India,IND,2014,1,1,1,0,4,-0.7662301
India,IND,2015,1,3,0,0,4,-0.2221197
India,IND,2016,1,3,0,0,4,-0.2934108
India,IND,2017,1,3,0,0,4,-0.2386558
India,IND,2018,1,3,0,0,4,-0.2719296
India,IND,2019,1,3,1,0,4,-0.2405581
India,IND,2020,1,3,0,0,4,-0.1348467
Ireland,IRL,1992,1,2,1,0,6,1.071391
Ireland,IRL,1993,1,2,0,0,5,1.143888
Ireland,IRL,1994,1,2,0,0,5,1.069514
Ireland,IRL,1995,1,3,0,0,9,1.051734
Ireland,IRL,1996,1,3,0,0,9,1.004982
Ireland,IRL,1997,1,3,1,0,9,1.067794
Ireland,IRL,1998,1,2,0,0,6,0.9470086
Ireland,IRL,1999,1,2,0,0,6,0.8319897
Ireland,IRL,2000,1,2,0,0,6,0.8013633
Ireland,IRL,2001,1,2,0,0,6,0.8529056
Ireland,IRL,2002,1,2,1,0,6,0.8102812
Ireland,IRL,2003,1,2,0,0,6,0.7933294
Ireland,IRL,2004,1,2,0,0,6,0.8124047
Ireland,IRL,2005,1,2,0,0,6,0.788893
Ireland,IRL,2006,1,2,0,0,6,0.7818993
Ireland,IRL,2007,1,2,1,0,4,0.7565339
Ireland,IRL,2008,1,2,0,0,5,0.6819544
Ireland,IRL,2009,1,2,0,0,5,0.7735474
Ireland,IRL,2010,1,2,0,0,5,0.7045973
Ireland,IRL,2011,1,2,1,0,5,0.788705
Ireland,IRL,2012,1,3,0,0,6,0.696763
Ireland,IRL,2013,1,3,0,0,6,0.7175087
Ireland,IRL,2014,1,3,0,0,6,0.8330612
Ireland,IRL,2015,1,3,0,0,6,0.6715229
Ireland,IRL,2016,1,3,1,0,6,0.7105142
Ireland,IRL,2017,1,3,0,0,7,0.7348777
Ireland,IRL,2018,1,3,0,0,7,0.6683522
Ireland,IRL,2019,1,3,0,0,7,0.7841333
Ireland,IRL,2020,1,3,1,0,7,0.703728
Malta,MLT,1992,1,3,1,0,3,0.7838672
Malta,MLT,1993,1,3,0,0,3,0.9021375
Malta,MLT,1994,1,3,0,0,3,1.017712
Malta,MLT,1995,1,3,0,0,3,0.8394758
Malta,MLT,1996,1,3,1,0,3,0.3613209
Malta,MLT,1997,1,1,0,0,3,0.3795736
Malta,MLT,1998,1,1,1,0,3,0.425812
Malta,MLT,1999,1,3,0,0,3,0.6491021
Malta,MLT,2000,1,3,0,0,3,0.6049827
Malta,MLT,2001,1,3,0,0,3,0.6732568
Malta,MLT,2002,1,3,0,0,3,0.5454918
Malta,MLT,2003,1,3,1,0,3,0.658785
Malta,MLT,2004,1,3,0,0,3,0.6807891
Malta,MLT,2005,1,3,0,0,3,0.6256507
Malta,MLT,2006,1,3,0,0,3,0.6704439
Malta,MLT,2007,1,3,0,0,3,0.6761988
Malta,MLT,2008,1,3,1,0,3,0.5771461
Malta,MLT,2009,1,3,0,0,3,0.65588
Malta,MLT,2010,1,3,0,0,3,0.6000248
Malta,MLT,2011,1,3,0,0,3,0.6377284
Malta,MLT,2012,1,3,0,0,3,0.5902411
Malta,MLT,2013,1,3,1,0,3,0.6066724
Malta,MLT,2014,1,1,0,0,3,0.6624716
Malta,MLT,2015,1,1,0,0,3,0.5595199
Malta,MLT,2016,1,1,0,0,3,0.6227919
Malta,MLT,2017,1,1,1,0,3,0.7049429
Malta,MLT,2018,1,1,0,0,3,0.6534025
Malta,MLT,2019,1,1,0,0,3,0.7530793
Malta,MLT,2020,1,1,0,0,3,0.6691135
Mexico,MEX,1992,3,2,0,0,2,-0.3642434
Mexico,MEX,1993,3,2,0,0,2,-0.3362663
Mexico,MEX,1994,3,2,1,1,2,-0.6712202
Mexico,MEX,1995,3,2,0,0,2,-0.478173
Mexico,MEX,1996,3,2,0,0,2,-0.3673606
Mexico,MEX,1997,3,2,1,1,2,-0.3806486
Mexico,MEX,1998,3,2,0,0,5,-0.6117174
Mexico,MEX,1999,3,2,0,0,5,-0.442593
Mexico,MEX,2000,3,2,1,1,5,-0.4447842
Mexico,MEX,2001,3,3,0,0,5,-0.5586
Mexico,MEX,2002,3,3,0,0,5,-0.3011397
Mexico,MEX,2003,3,3,1,0,5,-0.2876668
Mexico,MEX,2004,3,3,0,0,5,-0.1491921
Mexico,MEX,2005,3,3,0,0,5,-0.082328
Mexico,MEX,2006,3,3,1,1,5,-0.10182
Mexico,MEX,2007,3,3,0,0,5,-0.1105544
Mexico,MEX,2008,3,3,0,0,5,-0.1467115
Mexico,MEX,2009,3,3,1,0,5,-0.1001621
Mexico,MEX,2010,3,3,0,0,5,-0.03756253
Mexico,MEX,2011,3,3,0,0,5,-0.09553414
Mexico,MEX,2012,3,3,1,1,5,-1.57E-04
Mexico,MEX,2013,3,2,0,0,5,-0.1607647
Mexico,MEX,2014,3,2,0,0,5,-0.0730999
Mexico,MEX,2015,3,2,1,0,5,-0.1570235
Mexico,MEX,2016,3,2,0,0,4,-0.1080672
Mexico,MEX,2017,3,2,0,0,4,0.04154474
Mexico,MEX,2018,3,2,1,1,4,0.01453616
Mexico,MEX,2019,3,1,0,0,4,0.002801669
Mexico,MEX,2020,3,1,0,0,4,9.63E-04
Netherlands,NLD,1992,1,3,0,0,4,1.550965
Netherlands,NLD,1993,1,3,0,0,4,1.633719
Netherlands,NLD,1994,1,3,1,0,4,1.550351
Netherlands,NLD,1995,1,1,0,0,6,1.599663
Netherlands,NLD,1996,1,1,0,0,6,1.563648
Netherlands,NLD,1997,1,1,0,0,6,1.468432
Netherlands,NLD,1998,1,1,1,0,6,1.216179
Netherlands,NLD,1999,1,1,0,0,5,1.230207
Netherlands,NLD,2000,1,1,0,0,5,1.192228
Netherlands,NLD,2001,1,1,0,0,5,1.142402
Netherlands,NLD,2002,1,1,1,0,5,1.133138
Netherlands,NLD,2003,1,1,1,0,7,1.056062
Netherlands,NLD,2004,1,3,0,0,6,0.9216281
Netherlands,NLD,2005,1,3,0,0,6,0.99004
Netherlands,NLD,2006,1,3,1,0,6,0.9334399
Netherlands,NLD,2007,1,3,0,0,6,0.9813342
Netherlands,NLD,2008,1,3,0,0,6,0.9991565
Netherlands,NLD,2009,1,3,0,0,6,1.064328
Netherlands,NLD,2010,1,3,1,0,6,1.052569
Netherlands,NLD,2011,1,3,0,0,5,1.036232
Netherlands,NLD,2012,1,3,1,0,5,0.9417961
Netherlands,NLD,2013,1,3,0,0,6,0.9651299
Netherlands,NLD,2014,1,3,0,0,6,0.9850358
Netherlands,NLD,2015,1,3,0,0,6,1.044643
Netherlands,NLD,2016,1,3,0,0,6,1.008357
Netherlands,NLD,2017,1,3,1,0,6,0.9818469
Netherlands,NLD,2018,1,3,0,0,6,1.071874
Netherlands,NLD,2019,1,3,0,0,6,1.032664
Netherlands,NLD,2020,1,3,0,0,6,1.164087
New Zealand,NZL,1992,1,3,0,0,3,0.9707107
New Zealand,NZL,1993,1,3,1,0,2,0.7490248
New Zealand,NZL,1994,1,3,0,0,2,0.8450463
New Zealand,NZL,1995,1,3,0,0,3,0.6786869
New Zealand,NZL,1996,1,3,1,0,3,0.6830294
New Zealand,NZL,1997,1,3,0,0,3,0.8530648
New Zealand,NZL,1998,1,3,0,0,3,0.8691635
New Zealand,NZL,1999,1,3,1,0,3,0.7562273
New Zealand,NZL,2000,1,1,0,0,4,0.7638567
New Zealand,NZL,2001,1,1,0,0,4,0.8316498
New Zealand,NZL,2002,1,1,1,0,4,0.737156
New Zealand,NZL,2003,1,1,0,0,4,0.7053936
New Zealand,NZL,2004,1,1,0,0,4,0.74656
New Zealand,NZL,2005,1,1,1,0,4,0.6787934
New Zealand,NZL,2006,1,1,0,0,4,0.6605521
New Zealand,NZL,2007,1,1,0,0,4,0.5908396
New Zealand,NZL,2008,1,1,1,0,4,0.6066888
New Zealand,NZL,2009,1,3,0,0,2,0.7983106
New Zealand,NZL,2010,1,3,0,0,2,0.7805393
New Zealand,NZL,2011,1,3,1,0,2,0.7803398
New Zealand,NZL,2012,1,3,0,0,2,0.684859
New Zealand,NZL,2013,1,3,0,0,2,0.6653832
New Zealand,NZL,2014,1,3,1,0,2,0.7324689
New Zealand,NZL,2015,1,3,0,0,2,0.6078638
New Zealand,NZL,2016,1,3,0,0,2,0.6299697
New Zealand,NZL,2017,1,3,1,0,2,0.6539708
New Zealand,NZL,2018,1,1,0,0,4,0.7145571
New Zealand,NZL,2019,1,1,0,0,4,0.6957768
New Zealand,NZL,2020,1,1,1,0,4,0.7670345
Norway,NOR,1992,1,1,0,0,5,1.228105
Norway,NOR,1993,1,1,1,0,5,1.306503
Norway,NOR,1994,1,1,0,0,3,1.332595
Norway,NOR,1995,1,1,0,0,3,1.306613
Norway,NOR,1996,1,1,0,0,3,1.348216
Norway,NOR,1997,1,1,1,0,3,1.371035
Norway,NOR,1998,1,3,0,0,5,1.113437
Norway,NOR,1999,1,3,0,0,5,1.069306
Norway,NOR,2000,1,3,0,0,5,1.096621
Norway,NOR,2001,1,3,1,0,5,1.157227
Norway,NOR,2002,1,3,0,0,5,1.05198
Norway,NOR,2003,1,3,0,0,5,1.081536
Norway,NOR,2004,1,3,0,0,5,0.9254967
Norway,NOR,2005,1,3,1,0,5,0.9645922
Norway,NOR,2006,1,1,0,0,5,0.86268
Norway,NOR,2007,1,1,0,0,5,0.8061627
Norway,NOR,2008,1,1,0,0,5,0.7477885
Norway,NOR,2009,1,1,1,0,5,0.8501894
Norway,NOR,2010,1,1,0,0,5,0.7872529
Norway,NOR,2011,1,1,0,0,5,0.8086282
Norway,NOR,2012,1,1,0,0,5,0.8669394
Norway,NOR,2013,1,1,1,0,5,0.8761969
Norway,NOR,2014,1,3,0,0,4,0.910579
Norway,NOR,2015,1,3,0,0,4,0.8970836
Norway,NOR,2016,1,3,0,0,4,0.8869472
Norway,NOR,2017,1,3,1,0,4,0.9214119
Norway,NOR,2018,1,3,0,0,5,0.9074754
Norway,NOR,2019,1,3,0,0,5,0.9012525
Norway,NOR,2020,1,3,0,0,5,0.8493339
Poland,POL,1992,3,,0,0,5,1.313712
Poland,POL,1993,3,,1,0,4,1.362255
Poland,POL,1994,3,,0,0,4,1.445887
Poland,POL,1995,3,,0,1,4,1.472786
Poland,POL,1996,3,1,0,0,4,1.339452
Poland,POL,1997,3,1,1,0,4,1.288638
Poland,POL,1998,3,1,0,0,5,1.146817
Poland,POL,1999,3,1,0,0,5,1.084161
Poland,POL,2000,3,1,0,1,5,1.12507
Poland,POL,2001,3,1,1,0,5,1.095713
Poland,POL,2002,3,1,0,0,4,1.037712
Poland,POL,2003,3,1,0,0,4,1.150932
Poland,POL,2004,3,1,0,0,4,1.038058
Poland,POL,2005,3,1,1,1,4,0.9778307
Poland,POL,2006,3,3,0,0,4,0.9405663
Poland,POL,2007,3,3,1,0,4,0.9551983
Poland,POL,2008,3,3,0,0,4,0.9774871
Poland,POL,2009,3,3,0,0,4,1.064667
Poland,POL,2010,3,3,0,1,4,1.058252
Poland,POL,2011,3,2,1,0,4,0.9717392
Poland,POL,2012,3,2,0,0,4,0.96808
Poland,POL,2013,3,2,0,0,4,0.9525183
Poland,POL,2014,3,2,0,0,4,0.9737246
Poland,POL,2015,3,2,1,1,4,1.079567
Poland,POL,2016,3,3,0,0,2,1.054499
Poland,POL,2017,3,3,0,0,2,1.075614
Poland,POL,2018,3,3,0,0,2,1.175157
Poland,POL,2019,3,3,1,0,2,1.15658
Poland,POL,2020,3,3,0,1,2,1.202302
Portugal,PRT,1992,2,1,0,0,5,1.275824
Portugal,PRT,1993,2,1,0,0,5,1.363291
Portugal,PRT,1994,2,1,0,0,5,1.364274
Portugal,PRT,1995,2,1,1,0,5,1.256138
Portugal,PRT,1996,2,1,0,1,4,1.406064
Portugal,PRT,1997,2,1,0,0,4,1.293657
Portugal,PRT,1998,2,1,0,0,4,1.096317
Portugal,PRT,1999,2,1,1,0,4,1.053328
Portugal,PRT,2000,2,1,0,0,4,0.9666673
Portugal,PRT,2001,2,1,0,1,4,1.008703
Portugal,PRT,2002,2,1,1,0,4,1.063418
Portugal,PRT,2003,2,1,0,0,4,1.029326
Portugal,PRT,2004,2,1,0,0,4,0.9274512
Portugal,PRT,2005,2,1,1,0,4,0.8738603
Portugal,PRT,2006,2,1,0,1,2,0.9382801
Portugal,PRT,2007,2,3,0,0,5,0.9004859
Portugal,PRT,2008,2,3,0,0,5,0.8627646
Portugal,PRT,2009,2,3,1,0,5,0.8656428
Portugal,PRT,2010,2,3,0,0,3,0.839121
Portugal,PRT,2011,2,3,1,1,3,0.8591248
Portugal,PRT,2012,2,3,0,0,3,0.877745
Portugal,PRT,2013,2,3,0,0,3,0.877242
Portugal,PRT,2014,2,3,0,0,3,0.8917002
Portugal,PRT,2015,2,3,1,0,3,0.873103
Portugal,PRT,2016,2,3,0,1,5,0.8847149
Portugal,PRT,2017,2,3,0,0,5,0.9821034
Portugal,PRT,2018,2,3,0,0,5,0.8898154
Portugal,PRT,2019,2,3,1,0,5,1.010997
Portugal,PRT,2020,2,3,0,0,5,0.9344844
Spain,ESP,1992,1,1,0,0,4,0.956825
Spain,ESP,1993,1,1,1,0,4,1.049071
Spain,ESP,1994,1,1,0,0,5,1.18938
Spain,ESP,1995,1,1,0,0,5,1.126222
Spain,ESP,1996,1,1,1,0,5,1.315049
Spain,ESP,1997,1,3,0,0,4,1.286543
Spain,ESP,1998,1,3,0,0,4,1.095807
Spain,ESP,1999,1,3,0,0,4,1.056862
Spain,ESP,2000,1,3,1,0,4,0.9879714
Spain,ESP,2001,1,3,0,0,3,1.022218
Spain,ESP,2002,1,3,0,0,3,1.053464
Spain,ESP,2003,1,3,0,0,3,1.028641
Spain,ESP,2004,1,3,1,0,3,0.9385537
Spain,ESP,2005,1,1,0,0,4,0.8888319
Spain,ESP,2006,1,1,0,0,4,0.9469362
Spain,ESP,2007,1,1,0,0,4,0.9095176
Spain,ESP,2008,1,1,1,0,4,0.8491771
Spain,ESP,2009,1,1,0,0,4,0.8956774
Spain,ESP,2010,1,1,0,0,4,0.7473104
Spain,ESP,2011,1,1,1,0,4,0.9069244
Spain,ESP,2012,1,3,0,0,3,0.8927582
Spain,ESP,2013,1,3,0,0,3,0.8778983
Spain,ESP,2014,1,3,0,0,3,0.8889114
Spain,ESP,2015,1,3,0,0,3,1.033599
Spain,ESP,2016,1,3,1,0,3,1.092728
Spain,ESP,2017,1,3,0,0,4,1.018179
Spain,ESP,2018,1,3,0,0,4,0.9610791
Spain,ESP,2019,1,1,1,0,7,1.040893
Spain,ESP,2020,1,1,0,0,10,0.9060214
Sweden,SWE,1992,1,3,0,0,6,1.160092
Sweden,SWE,1993,1,3,0,0,6,1.171561
Sweden,SWE,1994,1,3,1,0,6,1.111885
Sweden,SWE,1995,1,1,0,0,3,1.168022
Sweden,SWE,1996,1,1,0,0,3,1.093067
Sweden,SWE,1997,1,1,0,0,3,1.183083
Sweden,SWE,1998,1,1,1,0,3,1.010883
Sweden,SWE,1999,1,1,0,0,4,0.9649462
Sweden,SWE,2000,1,1,0,0,4,0.9685658
Sweden,SWE,2001,1,1,0,0,4,0.9436538
Sweden,SWE,2002,1,1,1,0,4,0.8589177
Sweden,SWE,2003,1,1,0,0,4,0.9452588
Sweden,SWE,2004,1,1,0,0,4,0.8950231
Sweden,SWE,2005,1,1,0,0,4,0.8638999
Sweden,SWE,2006,1,1,1,0,4,0.7839061
Sweden,SWE,2007,1,3,0,0,5,0.7912316
Sweden,SWE,2008,1,3,0,0,5,0.7184641
Sweden,SWE,2009,1,3,0,0,5,0.8534511
Sweden,SWE,2010,1,3,1,0,5,0.8904947
Sweden,SWE,2011,1,3,0,0,6,0.8507986
Sweden,SWE,2012,1,3,0,0,6,0.7810167
Sweden,SWE,2013,1,3,0,0,6,0.8651331
Sweden,SWE,2014,1,3,1,0,6,0.7741376
Sweden,SWE,2015,1,1,0,0,4,0.6666432
Sweden,SWE,2016,1,1,0,0,4,0.6995404
Sweden,SWE,2017,1,1,0,0,4,0.8089283
Sweden,SWE,2018,1,1,1,0,4,0.834595
Sweden,SWE,2019,1,1,0,0,4,0.8570902
Sweden,SWE,2020,1,1,0,0,4,0.8540377
UK,GBR,1992,1,3,1,0,4,2.050015
UK,GBR,1993,1,3,0,0,4,2.152012
UK,GBR,1994,1,3,0,0,4,2.278908
UK,GBR,1995,1,3,0,0,4,2.151015
UK,GBR,1996,1,3,0,0,4,2.043203
UK,GBR,1997,1,3,1,0,4,1.913783
UK,GBR,1998,1,1,0,0,3,1.64362
UK,GBR,1999,1,1,0,0,3,1.646911
UK,GBR,2000,1,1,0,0,3,1.639232
UK,GBR,2001,1,1,1,0,3,1.608746
UK,GBR,2002,1,1,0,0,3,1.645778
UK,GBR,2003,1,1,0,0,3,1.579674
UK,GBR,2004,1,1,0,0,3,1.474289
UK,GBR,2005,1,1,1,0,3,1.566345
UK,GBR,2006,1,1,0,0,3,1.447733
UK,GBR,2007,1,1,0,0,3,1.538296
UK,GBR,2008,1,1,0,0,3,1.48287
UK,GBR,2009,1,1,0,0,3,1.421057
UK,GBR,2010,1,1,1,0,3,1.600864
UK,GBR,2011,1,3,0,0,4,1.471825
UK,GBR,2012,1,3,0,0,4,1.527439
UK,GBR,2013,1,3,0,0,4,1.55525
UK,GBR,2014,1,3,0,0,4,1.595645
UK,GBR,2015,1,3,1,0,4,1.618814
UK,GBR,2016,1,3,0,0,4,1.634006
UK,GBR,2017,1,3,1,0,4,1.612227
UK,GBR,2018,1,3,0,0,4,1.59091
UK,GBR,2019,1,3,1,0,4,1.598555
UK,GBR,2020,1,3,1,0,3,1.644266
USA,USA,1992,3,3,1,1,5,2.882272
USA,USA,1993,3,1,0,0,4,2.936474
USA,USA,1994,3,1,1,0,4,3.081131
USA,USA,1995,3,1,0,0,5,3.02508
USA,USA,1996,3,1,1,1,5,2.97843
USA,USA,1997,3,1,0,0,5,2.98452
USA,USA,1998,3,1,1,0,5,2.780727
USA,USA,1999,3,1,0,0,5,2.589534
USA,USA,2000,3,1,1,1,5,2.557253
USA,USA,2001,3,3,0,0,4,2.55467
USA,USA,2002,3,3,1,0,4,2.638034
USA,USA,2003,3,3,0,0,4,2.766291
USA,USA,2004,3,3,1,1,4,2.69531
USA,USA,2005,3,3,0,0,4,2.734668
USA,USA,2006,3,3,1,0,4,2.695905
USA,USA,2007,3,3,0,0,4,2.684221
USA,USA,2008,3,3,1,1,4,2.594747
USA,USA,2009,3,1,0,0,4,2.395699
USA,USA,2010,3,1,1,0,4,2.387529
USA,USA,2011,3,1,0,0,5,2.432997
USA,USA,2012,3,1,1,1,5,2.412315
USA,USA,2013,3,1,0,0,5,2.508414
USA,USA,2014,3,1,1,0,5,2.47253
USA,USA,2015,3,1,0,0,5,2.447947
USA,USA,2016,3,1,1,1,5,2.44198
USA,USA,2017,3,3,0,0,4,2.54526
USA,USA,2018,3,3,1,0,4,2.693874
USA,USA,2019,3,3,0,0,5,2.570158
USA,USA,2020,3,3,1,1,5,2.529641